nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_min,taille_adulte_max,profondeur_habituelle_min,profondeur_habituelle_max,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,id_doris,label,nb_images,class_img,id_worms
Rhinobatos rhinobatos,656,La raie guitare commune,,145,80.0,100,0.0,100.0,Vit sur le fond,,,Fréquente les fonds meubles.,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rhizoprionodon acutus,645,Le requin à museau pointu,,140,100.0,120,0.0,50.0,,,,"Côtier, jusque dans les estuaires",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rhynchoconger trewavasae,496,Le congre de trewasas,,100,50.0,60,50.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Rostroraja alba,659,La raie blanche,,146,100.0,150,40.0,200.0,Sur le fond,,,Fonds durs peu pentus mais aussi sable et herbiers,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 30/05/2022 : Rostroraja alba (Lacepède, 1803)",5594,,,<rnd>,
Salaria basilisca,354,La blennie-basilic,,82,13.0,15,2.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Salaria pavo,355,La blennie paon,,82,10.0,12,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FOURNIER Eric, BORGES Jean-Philippe, LAMARE Véronique in : DORIS, 28/09/2022 : Salaria pavo (Risso, 1810)",932,53.0,464.0,<rnd>,
Salmo salar,43,Le saumon atlantique,,14,100.0,130,5.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Salmo trutta trutta,44,La truite de mer,,14,80.0,100,5.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Salvelinus alpinus,49,L’omble chevalier,,14,50.0,60,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Salvelinus fontinalis,50,Le saumon de fontaine,,14,40.0,50,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sarda sarda,106,La bonite à dos rayé,,25,70.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sardina pilchardus,1,La sardine,,1,18.0,20,5.0,60.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sardinella aurita,5,La sardinelle,,1,25.0,30,10.0,80.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sardinella maderensis,6,La sardinelle de Madère,,1,24.0,27,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sargocentron hastatum,253,Le poisson-écureuil africain,,59,20.0,25,5.0,40.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sargocentron rubrum,254,Le poisson-écureuil de mer Rouge,,59,18.0,20,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sarpa salpa,200,La saupe,,44,30.0,35,1.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, ZIEMSKI Frédéric, SITTLER Alain-Pierre in : DORIS, 08/11/2020 : Sarpa salpa (Linnaeus, 1758)",431,12.0,1164.0,<rnd>,
Saurida undosquamis,477,Le poisson-lézard à grandes écailles,,91,30.0,50,20.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scartella cristata,346,La blennie chevelue,,82,8.0,9,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scarus ghobban,242,Le poisson-perroquet bleu,,54,50.0,75,1.0,70.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Schedophilus medusophagus,26,Le rouffe des meduses,,5,40.0,50,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Schedophilus ovalis,23,Le rouffe impérial,,5,70.0,80,0.0,250.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sciaena umbra,277,Le corb,,64,35.0,40,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PERRIER Philippe, ANDRÉ Frédéric, PEAN Michel in : DORIS, 30/10/2021 : Sciaena umbra Linnaeus, 1758",101,38.0,304.0,<rnd>,
Scomber japonicus,104,Le maquereau espagnol,,25,30.0,40,10.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scomber scombrus,103,Le maquereau commun,,25,35.0,40,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scomberesox saurus,122,Le balaou,,27,40.0,50,0.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scomberomorus commerson,117,Le thazard rayé,,25,100.0,150,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scomberomorus tritor,116,Le thazard blanc,,25,60.0,80,0.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scophthalmus maximus,551,Le turbot,,116,50.0,80,2.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scophthalmus rhombus,552,La barbue,,116,50.0,75,2.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scorpaena elongata,363,La rascasse rose,,83,45.0,45,75.0,80.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scorpaena loppei,361,La rascasse de Loppé,,83,8.0,10,80.0,300.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scorpaena maderensis,357,La rascasse de Madère,,83,10.0,12,3.0,20.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, CHANET Bruno, LE BRIS Sylvain in : DORIS, 12/11/2020 : Scorpaena maderensis Valenciennes, 1833",1825,54.0,386.0,<rnd>,
Scorpaena notata,360,La petite rascasse rouge,,83,15.0,17,10.0,50.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PERRIER Philippe, BERNIER Emmanuel, LE BRIS Sylvain in : DORIS, 08/11/2020 : Scorpaena notata Rafinesque, 1810",400,56.0,385.0,<rnd>,
Scorpaena porcus,358,La rascasse brune,,83,22.0,25,5.0,20.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, LE BRIS Sylvain in : DORIS, 09/11/2020 : Scorpaena porcus Linnaeus, 1758",741,55.0,434.0,<rnd>,
Scorpaena scrofa,362,Le chapon,,83,35.0,40,20.0,100.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PEAN Michel, GUICHARD Benjamin, LE BRIS Sylvain in : DORIS, 30/12/2020 : Scorpaena scrofa Linnaeus, 1758",656,57.0,426.0,<rnd>,
Scorpaena stephanica,359,La rascasse à nageoires ponctuées,,83,30.0,40,80.0,600.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scorpaenodes arenai,364,La rascasse de messine,,83,9.0,11,20.0,50.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Scyliorhinus canicula,600,La petite roussette,,125,60.0,70,20.0,100.0,,,,"Vit surtout sur les fonds de sables et graviers, chasse principalement la nuit",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COELENBIER Pierre, ZIEMSKI Frédéric, MÜLLER Yves in : DORIS, 18/02/2021 : Scyliorhinus canicula (Linnaeus, 1758)",531,,,<rnd>,
Scyliorhinus stellaris,601,La grande roussette,,125,100.0,120,10.0,60.0,,,,"Vit surtout sur les fonds rocheux, activité nocturne. Espece rare.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," SAUGE-MERLE Sandrine, PEAN Michel in : DORIS, 06/12/2022 : Scyliorhinus stellaris (Linnaeus, 1758)",518,,,<rnd>,
Scyris alexandrina,82,Le cordonnier bossu,,20,60.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sebastapistes mauritiana,365,La rascasse de Maurice,,83,6.0,8,1.0,10.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sebastes norvegicus,367,Le grand sébaste,,83,50.0,100,30.0,1000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sebastes viviparus,366,Le petit sébaste,,83,25.0,35,10.0,760.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Selar crumenophtalmus,73,Le selar gros yeux,,20,30.0,40,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Selene dorsalis,84,Le musso Africain,,20,30.0,38,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Seriola carpenteri,90,La seriole guinéene,,20,45.0,55,0.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Seriola dumerili,89,La grande seriole,,20,100.0,130,20.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, ZIEMSKI Frédéric in : DORIS, 12/12/2020 : Seriola dumerili (Risso, 1810)",376,99.0,286.0,<rnd>,
Seriola fasciata,91,La seriole babiane,,20,55.0,65,20.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Seriola rivoliana,92,La seriole limon,,20,80.0,90,30.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Serranus atricauda,262,Le serran à queue noire,,61,20.0,30,10.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Serranus cabrilla,261,Le serran -chevrette,,61,25.0,30,5.0,90.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 19/04/2021 : Serranus cabrilla (Linnaeus, 1758)",146,34.0,693.0,<rnd>,
Serranus hepatus,259,Le serran-tambour,,61,10.0,15,30.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Serranus scriba,260,Le serran ecriture,,61,25.0,30,5.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, CASTILLO Jean-Pierre, LAMARE Véronique in : DORIS, 19/04/2021 : Serranus scriba (Linnaeus, 1758)",144,33.0,1223.0,<rnd>,
Siganus luridus,243,Le poisson lapin à queue tronquée,,55,20.0,25,1.0,10.0,près du fond,,épines venimeuses,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, CHARBONNEL Eric, QUIGNARD Jean-Pierre, ZIEMSKI Frédéric in : DORIS, 27/03/2021 : Siganus luridus (Rüppell, 1829)",2561,29.0,438.0,<rnd>,
Siganus rivulatus,244,Le poisson lapin à ventre strié,,55,25.0,30,1.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 15/01/2023 : Siganus rivulatus Forsskål & Niebuhr, 1775",3658,30.0,353.0,<rnd>,
Silhouettea aegyptia,424,Le gobie égyptien,,85,3.5,4.4,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sillago sihama,275,Le pêche-madame argenté,,63,20.0,25,1.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Similiparma lurida,251,La demoiselle à ailes bleues,,57,10.0,15,0.0,35.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Solea aegyptiaca,554,La sole ègyptienne,,117,20.0,30,1.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Solea senegalensis,555,La sole du Sénégal,,117,35.0,60,0.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Solea solea,553,La sole commune,,117,35.0,40,0.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, GRIOCHE Alain, ZIEMSKI Frédéric in : DORIS, 07/11/2020 : Solea solea (Linnaeus, 1758)",135,88.0,375.0,<rnd>,
Somniosus microcephalus,617,Le laimargue du Groenland,,133,100.0,140,200.0,400.0,,,Chair toxique à l'état frais,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," GALLANT Jeffrey, FEY Laurent in : DORIS, 27/03/2021 : Somniosus microcephalus (Bloch et Schneider, 1801)",865,,,<rnd>,
Sparisoma cretense,241,Le poisson-perroquet,,54,25.0,35,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, MENUT Thomas in : DORIS, 07/12/2021 : Sparisoma cretense (Linnaeus, 1758)",4462,28.0,894.0,<rnd>,
Sparus auratus,190,La dorade royale,,44,50.0,60,10.0,30.0,près du fond,,,,oui,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 02/10/2021 : Sparus aurata Linnaeus, 1758",465,8.0,772.0,<rnd>,
Speleogobius trigloides,411,Le gobie cavernicole trigloïde,,85,2.0,2.3,8.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sphoeroides marmoratus,319,Le tétraodon marbré,,76,18.0,20,5.0,30.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sphoeroides pachygaster,320,Le tétraodon à tête carrée,,76,15.0,25,20.0,200.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sphyraena pinguis,102,La bécune à ligne jaune,,24,30.0,40,0.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sphyraena sphyraena,100,Le brochet de mer,,24,60.0,80,5.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sphyraena viridensis,101,La bécune bouche jaune,,24,100.0,120,5.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, KUPFER Michel in : DORIS, 13/07/2021 : Sphyraena viridensis Cuvier, 1829",689,0.0,309.0,<rnd>,
Sphyrna lewini,649,Le requin marteau halicorne,,142,300.0,350,10.0,50.0,,,,"Souvent côtier, mais aussi en pleine mer",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FEUGAS Marie-Pierre, MALIET Vincent, LAMARE Véronique in : DORIS, 19/04/2021 : Sphyrna lewini (Griffith & Smith, 1834)",2484,,,<rnd>,
Sphyrna mokarran,651,Le grand requin marteau,,142,400.0,450,0.0,100.0,Requin de pleine eau,,On rapporte des attaques de baigneurs et pêcheurs sous marins,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," STEFANESCU Dan, FEY Laurent, HUET Sylvie in : DORIS, 07/09/2022 : Sphyrna mokarran (Rüppell, 1837)",3902,,,<rnd>,
Sphyrna zygaena,650,Le requin marteau commun,,142,350.0,420,0.0,20.0,,,,"Requin de pleine mer , s’approchant des côtes",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIEUX-INGRASSIA Jean-Vincent, JEGLOT Samuel in : DORIS, 29/11/2020 : Sphyrna zygaena Linnaeus, 1758",4904,,,<rnd>,
Spicara maena,34,La mendole,,12,20.0,23,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Spicara maena,36,Le gerle,,12,18.0,22,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Spicara melanurus,35,La mendole queue noire,,12,25.0,30,1.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Spicara smaris,37,Le picarel,,12,15.0,20,15.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Spinachia spinachia,307,L’epinoche de mer,,72,18.0,20,1.0,5.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Spondyliosoma cantharus,191,La canthare,,44,30.0,45,10.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel, GUICHARD Benjamin in : DORIS, 06/12/2022 : Spondyliosoma cantharus (Linnaeus, 1758)",742,9.0,340.0,<rnd>,
Spratelloides delicatulus,13,Le hareng rond,,1,6.0,7,0.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Sprattus sprattus,3,Le sprat,,1,12.0,15,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Squalus acanthias,610,L'aiguillat commun,,130,90.0,110,10.0,200.0,Pres du fond,,,Vit sur fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COURAU Aurelia, HUET Sylvie in : DORIS, 14/11/2020 : Squalus acanthias Linnaeus, 1758",4909,,,<rnd>,
Squalus blainville,611,L'aiguillat Galludo,,130,80.0,110,15.0,70.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Squalus megalops),612,L'aiguillat à nez court,,130,50.0,75,30.0,750.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Squatina aculeata,654,L’ange de mer épineux,,144,130.0,200,30.0,500.0,Vit sur le fond,,,Fréquente les fonds vaseux.,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Squatina oculata,655,L’ange de mer ocellé,,144,140.0,160,20.0,100.0,Vit sur le fond,,,Fréquente les fonds sablo-vaseux,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Squatina squatina,653,L’ange de mer commun,,144,180.0,200,5.0,100.0,Vit sur le fond,,,"Fréquente les fonds sablo-vaseux, herbiers et fonds rocheux. Activité surtout nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," JABOULAY Annie, SITTLER Alain-Pierre, CHANET Bruno in : DORIS, 28/04/2023 : Squatina squatina (Linnaeus, 1758)",1511,,,<rnd>,
Stephanolepis diaspros,316,La bourse réticulée,,75,18.0,20,1.0,60.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Stephanolepis hispida,315,La bourse brune,,75,15.0,18,2.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Stromateus fiatola,27,La fiatole,,6,40.0,55,10.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphodus bailloni,223,Le crénilabre de Baillon,,53,15.0,18,1.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphodus caeruleus,234,Le centrolabre bleu,,53,15.0,21,0.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphodus cinereus,227,Le crénilabre cendré,,53,8.0,10,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel in : DORIS, 07/05/2021 : Symphodus cinereus (Bonnaterre, 1788)",626,21.0,390.0,<rnd>,
Symphodus doderleini,226,Le crénilabre de Doderlein,,53,8.0,10,5.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphodus mediterraneus,228,Le crénilabre méditerranéen,,53,10.0,15,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel in : DORIS, 07/05/2021 : Symphodus mediterraneus (Linnaeus, 1758)",667,22.0,379.0,<rnd>,
Symphodus melanocercus,230,Le crénilabre à queue noire,,53,9.0,11,3.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
